RECORD,RECORDID,SpeciesCommonName,SpeciesScientificName,SpeciesAbbreviation,AGE,WANPLUM,PLPHASE,SEX,COUNT,NFEED,OCFEED,NSOW,OCSOW,NSOICE,OCSOICE,OCSOSHP,OCINHD,NFLYP,OCFLYP,NACC,OCACC,NFOLL,OCFOL,OCMOULT,OCNATFED,
31511,65011065,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31512,65011066,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31513,65011067,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31514,65011067,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31515,65011067,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31516,65011068,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31517,65011068,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31518,65011069,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31519,65011069,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31520,65011070,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31521,65011071,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31522,65011071,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31523,65011072,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31524,65011072,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31525,65011072,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31526,65011072,Black-winged petrel,Pterodroma nigripennis ,PTENIG,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31527,65011073,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31528,65011073,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31529,65011073,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31530,65011074,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31531,65011074,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31532,65011074,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31533,65011075,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31534,65011075,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31535,65011075,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31536,65011075,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31537,65011076,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31538,65011076,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31539,65011076,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31540,65011076,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31541,65011077,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31542,65011077,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31543,65011077,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31544,65011077,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31545,65011077,Gould's petrel,Pterodroma leucoptera ,PTELEU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31546,65011078,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31547,65011078,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31548,65011078,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31549,65011079,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31550,65011079,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31551,65011080,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31552,65011081,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31553,65011082,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31554,65011082,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31555,65011082,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31556,65011082,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31557,65011082,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31558,65011082,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31559,65011082,White-headed petrel,Pterodroma lessonii ,PTELES,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31560,65011083,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31561,65011083,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31562,65011083,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31563,65011083,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31564,65011083,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31565,65011083,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31566,65011083,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31567,65011084,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31568,65011084,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31569,65011084,Black-browed albatross sensu lato AD,Diomedea impavida / melanophrys AD,DIOIMPMEL AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31570,65011085,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31571,65011085,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31572,65011085,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31573,65011085,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31574,65011085,Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31575,65011086,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31576,65011086,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31577,65011086,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31578,65011086,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31579,65011086,Black-winged petrel,Pterodroma nigripennis ,PTENIG,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31580,65011087,Wandering albatross sensu lato PL1,Diomedea antipodensis / exulans PL1,DIOANTEXU PL1,,1,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31581,65011087,Wandering albatross sensu lato PL2,Diomedea antipodensis / exulans PL2,DIOANTEXU PL2,,2,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31582,65011087,Wandering albatross sensu lato PL4,Diomedea antipodensis / exulans PL4,DIOANTEXU PL4,,4,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31583,65011087,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31584,65011088,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31585,65011089,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
31586,65011090,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,9,,U,,U,,U,U,U,,U,,U,,U,U,U,
31587,65011091,[NO BIRDS RECORDED],,,,,,,,,,,,,,,,,,,,,,,,
31588,65011092,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,0,N,0,N,0,N,N,N,0,N,0,N,1,Y,U,N,
31589,65011092,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31590,65011092,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,11,,U,,U,,U,U,U,,U,,U,,U,U,U,
31591,65011093,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31592,65011093,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31593,65011093,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31594,65011094,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,14,,U,,U,,U,U,U,,U,,U,,U,U,U,
31595,65011094,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31596,65011094,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31597,65011095,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,6,0,N,6,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31598,65011095,Westland / White-chinned petrel,Procellaria westlandica / aequinoctialis,PROWESAEQ,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31599,65011095,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,15,,U,,U,,U,U,U,,U,,U,,U,U,U,
31600,65011095,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,9,,U,,U,,U,U,U,,U,,U,,U,U,U,
31601,65011095,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31602,65011095,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31603,65011096,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,4,0,N,4,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31604,65011096,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31605,65011096,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31606,65011096,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31607,65011096,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31608,65011096,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31609,65011097,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31610,65011097,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31611,65011097,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31612,65011097,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,6,0,N,4,Y,0,N,N,N,2,Y,0,N,0,N,U,N,
31613,65011098,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,0,N,1,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31614,65011098,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,4,0,N,4,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31615,65011098,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31616,65011098,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31617,65011098,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
31618,65011098,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,0,N,2,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31619,65011099,Wandering albatross sensu lato PL3,Diomedea antipodensis / exulans PL3,DIOANTEXU PL3,,3,,,1,0,N,0,N,0,N,N,N,1,Y,0,N,0,N,U,N,
31620,65011099,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,3,0,N,3,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31621,65011099,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,6,0,N,6,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31622,65011099,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31623,65011099,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,0,N,2,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31624,65011100,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,2,0,N,2,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31625,65011100,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31626,65011100,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,6,0,N,6,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31627,65011101,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,3,0,N,3,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31628,65011101,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31629,65011101,Sooty shearwater,Puffinus griseus ,PUFGRI,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31630,65011102,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31631,65011102,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31632,65011102,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31633,65011103,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31634,65011103,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31635,65011103,Flesh-footed shearwater,Puffinus carneipes ,PUFCAR,,,,,3,0,N,3,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31636,65011103,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,3,3,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31637,65011104,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31638,65011104,Little shearwater,Puffinus assimilis ,PUFASS,,,,,50,0,N,50,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31639,65011104,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31640,65011105,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31641,65011105,Little shearwater,Puffinus assimilis ,PUFASS,,,,,100,,U,,U,,U,U,U,,U,,U,,U,U,U,
31642,65011105,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31643,65011106,Northern royal albatross,Diomedea sanfordi ,DIOSAN,,,,,2,0,N,2,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31644,65011106,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,4,0,N,4,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31645,65011106,Little shearwater,Puffinus assimilis ,PUFASS,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31646,65011107,Northern royal albatross,Diomedea sanfordi ,DIOSAN,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31647,65011108,Little penguin,Eudyptula minor ,EUDMIN,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31648,65011108,Northern royal albatross,Diomedea sanfordi ,DIOSAN,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31649,65011108,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31650,65011108,White-fronted tern,Sterna striata ,STESTR,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31651,65011109,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31652,65014001,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31653,65014001,Southern black-backed gull AD,Larus dominicanus AD,LARDOM AD,AD,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31654,65014001,Southern black-backed gull SUBAD,Larus dominicanus SUBAD,LARDOM SUBAD,SUBAD,,,,15,,U,,U,,U,U,U,,U,,U,,U,U,U,
31655,65014001,White-fronted tern,Sterna striata ,STESTR,,,,,40,,U,,U,,U,U,U,,U,,U,,U,U,U,
31656,65014002,Yellow-nosed mollymawk sensu lato SUBAD,Thalassarche carteri / chlororhynchos SUBAD,THACARCHL SUBAD,SUBAD,,,,1,0,N,1,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31657,65014002,Giant petrel sensu lato,Macronectes sp.,MACSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31658,65014002,Prion (unidentified),Pachyptila sp,PACSP,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31659,65014002,Fluttering shearwater,Puffinus gavia ,PUFGAV,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31660,65014003,Little penguin,Eudyptula minor ,EUDMIN,,,,,12,0,N,12,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31661,65014003,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
31662,65014003,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31663,65014004,Prion (unidentified),Pachyptila sp,PACSP,,,,,100,0,N,100,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31664,65014004,Buller's shearwater,Puffinus bulleri ,PUFBUL,,,,,1,1,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31665,65014004,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,50,,N,,Y,,N,N,N,,Y,,N,,N,U,N,
31666,65014005,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,2,0,N,0,N,0,N,N,N,2,Y,0,N,0,N,U,N,
31667,65014005,Prion (unidentified),Pachyptila sp,PACSP,,,,,8,,U,,U,,U,U,U,,U,,U,,U,U,U,
31668,65014005,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31669,65014005,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31670,65014006,Little penguin,Eudyptula minor ,EUDMIN,,,,,2,,U,,U,,U,U,U,,U,,U,,U,U,U,
31671,65014006,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,3,0,N,3,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31672,65014006,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,10,10,Y,0,N,0,N,N,N,0,N,0,N,0,N,U,Y,
31673,65014007,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31674,65014007,Prion (unidentified),Pachyptila sp,PACSP,,,,,5,,U,,U,,U,U,U,,U,,U,,U,U,U,
31675,65014007,Diving-petrel (unidentified),Pelecanoides sp.,PELSP,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31676,65014008,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31677,65014008,Prion (unidentified),Pachyptila sp,PACSP,,,,,1000,,Y,,Y,,N,N,N,,Y,,N,,N,U,Y,
31678,65014008,Westland petrel,Procellaria westlandica ,PROWES,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31679,65014008,Australasian gannet AD,Morus serrator AD,MORSER AD,AD,,,,4,0,N,4,Y,0,N,N,N,0,N,0,N,0,N,U,N,
31680,65014008,White-fronted tern,Sterna striata ,STESTR,,,,,3,,U,,U,,U,U,U,,U,,U,,U,U,U,
31681,65014009,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,4,,U,,U,,U,U,U,,U,,U,,U,U,U,
31682,65014009,Prion (unidentified),Pachyptila sp,PACSP,,,,,100,,U,,U,,U,U,U,,U,,U,,U,U,U,
31683,65014009,Westland petrel,Procellaria westlandica ,PROWES,,,,,20,,U,,U,,U,U,U,,U,,U,,U,U,U,
31684,65014010,Buller's mollymawk,Thalassarche bulleri ,THABUL,,,,,1,,U,,U,,U,U,U,,U,,U,,U,U,U,
31685,65014010,Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta / salvini / eremita,THACAUSALERE,,,,,6,,U,,U,,U,U,U,,U,,U,,U,U,U,
31686,65014010,Prion (unidentified),Pachyptila sp,PACSP,,,,,2000,,U,,U,,U,U,U,,U,,U,,U,U,U,
